address,name,size,calls,called_by,decompiled
3ab8:0000,OVL_0000,996,8,1,1
3ab8:03e4,FUN_3ab8_03e4,616,4,1,1
3ab8:0651,FUN_3ab8_0651,928,6,0,1
3ab8:09f1,FUN_3ab8_09f1,320,2,0,1
3ab8:0b31,FUN_3ab8_0b31,258,7,1,1
3ab8:0c33,FUN_3ab8_0c33,217,1,1,1
3ab8:0d0c,FUN_3ab8_0d0c,341,3,1,1
3ab8:0e61,FUN_3ab8_0e61,2962,20,1,1
3ab8:19fb,FUN_3ab8_19fb,160,4,0,1
3ab8:1a9b,FUN_3ab8_1a9b,12718,23,0,1
3ab8:4c91,FUN_3ab8_4c91,15,1,1,1
3ab8:4c9f,FUN_3ab8_4c9f,798,7,1,1
3ab8:4fbd,FUN_3ab8_4fbd,117,2,3,1
3ab8:5089,FUN_3ab8_5089,276,3,3,1
3ab8:517f,FUN_3ab8_517f,21,1,2,1
3ab8:5194,thunk_FUN_3ab8_519a,3,0,1,1
3ab8:5197,FUN_3ab8_5197,3,0,1,1
3ab8:519a,FUN_3ab8_519a,96,3,0,1
3ab8:522f,FUN_3ab8_522f,9,0,2,1
3ab8:5876,FUN_3ab8_5876,28,1,1,1
3ab8:5892,FUN_3ab8_5892,50,3,2,1
3ab8:58c4,FUN_3ab8_58c4,98,4,0,1
3ab8:5926,FUN_3ab8_5926,175,4,1,1
3ab8:59d5,FUN_3ab8_59d5,629,7,0,1
3ab8:5c4a,FUN_3ab8_5c4a,595,6,1,1
3ab8:5e9d,FUN_3ab8_5e9d,1437,6,0,1
3ab8:7c0a,FUN_3ab8_7c0a,2132,14,0,1
