address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,65,2,1,1
3ab8:0041,FUN_3ab8_0041,53,2,0,1
3ab8:0081,FUN_3ab8_0081,7500,22,1,1
3ab8:1fa3,FUN_3ab8_1fa3,1969,6,1,1
3ab8:2754,FUN_3ab8_2754,345,3,1,1
3ab8:28ad,FUN_3ab8_28ad,440,4,1,1
3ab8:2a65,FUN_3ab8_2a65,180,2,1,1
3ab8:2b19,FUN_3ab8_2b19,8047,24,1,1
3ab8:4bb9,FUN_3ab8_4bb9,190,2,1,1
3ab8:4c77,FUN_3ab8_4c77,25,1,1,1
3ab8:4c91,FUN_3ab8_4c91,290,1,1,1
3ab8:4db4,FUN_3ab8_4db4,519,4,1,1
3ab8:4fbd,FUN_3ab8_4fbd,204,3,2,1
3ab8:5089,FUN_3ab8_5089,246,4,3,1
3ab8:517f,FUN_3ab8_517f,2585,6,2,1
3ab8:5ba2,FUN_3ab8_5ba2,700,5,1,1
3ab8:5e5e,FUN_3ab8_5e5e,390,4,1,1
3ab8:5fe4,FUN_3ab8_5fe4,232,3,0,1
