address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,227,4,6,1
3ab8:00e3,FUN_3ab8_00e3,116,2,1,1
3ab8:0157,FUN_3ab8_0157,345,3,1,1
3ab8:02b0,FUN_3ab8_02b0,126,2,1,1
3ab8:0336,FUN_3ab8_0336,215,2,2,1
3ab8:040d,FUN_3ab8_040d,63,2,2,1
3ab8:044c,FUN_3ab8_044c,520,10,1,1
3ab8:0658,FUN_3ab8_0658,280,6,2,1
3ab8:077b,FUN_3ab8_077b,77,2,2,1
3ab8:07c8,FUN_3ab8_07c8,1357,18,1,1
3ab8:0dc7,FUN_3ab8_0dc7,3506,21,1,1
3ab8:1b7d,FUN_3ab8_1b7d,170,5,0,1
3ab8:1c27,FUN_3ab8_1c27,144,1,2,1
3ab8:1cb7,FUN_3ab8_1cb7,301,6,2,1
3ab8:1de4,FUN_3ab8_1de4,1252,8,1,1
3ab8:22d9,FUN_3ab8_22d9,2089,11,1,1
3ab8:2b02,FUN_3ab8_2b02,30,1,0,1
3ab8:2b20,FUN_3ab8_2b20,198,4,1,1
3ab8:2be6,FUN_3ab8_2be6,317,1,1,1
3ab8:2d23,FUN_3ab8_2d23,173,1,1,1
3ab8:2de6,FUN_3ab8_2de6,408,5,1,1
3ab8:2f7e,FUN_3ab8_2f7e,3973,25,0,1
3ab8:4363,FUN_3ab8_4363,555,4,1,1
3ab8:458e,FUN_3ab8_458e,741,7,0,1
3ab8:4873,FUN_3ab8_4873,583,11,1,1
3ab8:4aba,FUN_3ab8_4aba,578,7,0,1
3ab8:4cfc,FUN_3ab8_4cfc,1170,11,1,1
3ab8:518e,FUN_3ab8_518e,1552,17,0,1
3ab8:579e,FUN_3ab8_579e,1889,11,1,1
3ab8:5eff,FUN_3ab8_5eff,5718,36,1,1
3ab8:76b3,FUN_3ab8_76b3,285,8,1,1
3ab8:77d0,FUN_3ab8_77d0,609,7,1,1
3ab8:7e9e,FUN_3ab8_7e9e,55,1,1,1
4000:2a6c,FUN_4000_2a6c,1410,13,0,1
