address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,284,2,1,1
3ab8:011c,FUN_3ab8_011c,114,1,1,1
3ab8:018e,FUN_3ab8_018e,3224,17,0,1
3ab8:0e2e,FUN_3ab8_0e2e,1586,6,1,1
3ab8:14ad,FUN_3ab8_14ad,1246,5,1,1
3ab8:198b,FUN_3ab8_198b,666,2,1,1
3ab8:1c79,FUN_3ab8_1c79,491,3,1,1
3ab8:1e64,FUN_3ab8_1e64,11821,24,0,1
3ab8:4c91,FUN_3ab8_4c91,812,1,1,1
3ab8:4fbd,FUN_3ab8_4fbd,2,0,2,1
3ab8:4fbf,FUN_3ab8_4fbf,446,3,0,1
3ab8:517f,FUN_3ab8_517f,801,4,2,1
3ab8:54a5,FUN_3ab8_54a5,837,3,1,1
3ab8:57ea,FUN_3ab8_57ea,979,5,1,1
3ab8:5bbd,FUN_3ab8_5bbd,152,1,1,1
3ab8:5c55,FUN_3ab8_5c55,11452,28,0,1
