address,name,size,calls,called_by,decompiled
3ab8:0000,OVL_0000,138,3,0,1
3ab8:008a,FUN_3ab8_008a,2360,7,0,1
3ab8:09c2,FUN_3ab8_09c2,2097,8,1,1
3ab8:11f3,FUN_3ab8_11f3,403,1,1,1
3ab8:1386,FUN_3ab8_1386,274,3,0,1
3ab8:1498,FUN_3ab8_1498,798,4,0,1
3ab8:17b6,FUN_3ab8_17b6,3935,6,0,1
3ab8:2715,FUN_3ab8_2715,363,1,0,1
3ab8:2880,FUN_3ab8_2880,445,1,0,1
3ab8:2a3d,FUN_3ab8_2a3d,8775,17,0,1
3ab8:4c91,FUN_3ab8_4c91,38,2,1,1
3ab8:4cb7,FUN_3ab8_4cb7,238,3,2,1
3ab8:4da5,FUN_3ab8_4da5,61,1,2,1
3ab8:4de5,FUN_3ab8_4de5,136,0,3,1
3ab8:4e6d,FUN_3ab8_4e6d,337,1,1,1
3ab8:4fbd,FUN_3ab8_4fbd,446,0,2,1
3ab8:517f,FUN_3ab8_517f,35,0,2,1
3ab8:51a2,FUN_3ab8_51a2,27,1,2,1
3ab8:51bd,FUN_3ab8_51bd,1217,3,2,1
