address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,101,1,1,1
3ab8:0065,FUN_3ab8_0065,4808,20,1,1
3ab8:132e,FUN_3ab8_132e,2120,13,1,1
3ab8:1b76,FUN_3ab8_1b76,6,0,1,1
3ab8:1b7c,FUN_3ab8_1b7c,431,10,0,1
3ab8:1d2e,FUN_3ab8_1d2e,365,7,2,1
3ab8:1e9b,FUN_3ab8_1e9b,214,2,1,1
3ab8:1f71,FUN_3ab8_1f71,1365,10,1,1
3ab8:24c6,FUN_3ab8_24c6,937,4,1,1
3ab8:286f,FUN_3ab8_286f,3697,17,1,1
3ab8:36e0,FUN_3ab8_36e0,2624,12,1,1
3ab8:4120,FUN_3ab8_4120,2514,12,1,1
3ab8:4c91,FUN_3ab8_4c91,454,2,1,1
3ab8:4cbb,FUN_3ab8_4cbb,747,7,1,1
3ab8:4fa6,FUN_3ab8_4fa6,6,0,1,1
3ab8:4fac,FUN_3ab8_4fac,17,1,1,1
3ab8:4fbd,FUN_3ab8_4fbd,4321,16,2,1
