address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,29,1,2,1
3ab8:001d,FUN_3ab8_001d,211,3,1,1
3ab8:00f0,FUN_3ab8_00f0,235,3,2,1
3ab8:01db,FUN_3ab8_01db,390,5,3,1
3ab8:0361,FUN_3ab8_0361,45,2,3,1
3ab8:038e,FUN_3ab8_038e,437,2,3,1
3ab8:0543,FUN_3ab8_0543,2081,11,1,1
3ab8:0d7d,FUN_3ab8_0d7d,140,1,3,1
3ab8:0e09,FUN_3ab8_0e09,237,3,1,1
3ab8:0ef6,FUN_3ab8_0ef6,66,3,1,1
3ab8:0f38,FUN_3ab8_0f38,915,8,2,1
3ab8:12cb,FUN_3ab8_12cb,1153,3,2,1
3ab8:174c,FUN_3ab8_174c,706,5,2,1
3ab8:1a0e,FUN_3ab8_1a0e,1165,8,2,1
3ab8:1e9b,FUN_3ab8_1e9b,715,10,1,1
3ab8:2166,FUN_3ab8_2166,66,3,1,1
3ab8:21a8,FUN_3ab8_21a8,61,3,1,1
3ab8:21e5,FUN_3ab8_21e5,96,1,1,1
3ab8:2245,FUN_3ab8_2245,10129,34,0,1
3ab8:4a80,FUN_3ab8_4a80,245,4,2,1
3ab8:4b75,FUN_3ab8_4b75,280,5,0,1
3ab8:4c91,FUN_3ab8_4c91,1126,8,1,1
3ab8:50f9,FUN_3ab8_50f9,134,2,0,1
3ab8:517f,FUN_3ab8_517f,448,4,2,1
3ab8:5340,FUN_3ab8_5340,2204,17,0,1
4000:0775,FUN_4000_0775,990,13,0,1
3ab8:5fd3,FUN_3ab8_5fd3,2728,12,1,1
3ab8:6a7b,FUN_3ab8_6a7b,6468,25,1,1
3ab8:847c,FUN_3ab8_847c,6,0,2,1
