address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,107,2,2,1
3ab8:006b,FUN_3ab8_006b,77,1,1,1
3ab8:00b8,FUN_3ab8_00b8,42,3,0,1
3ab8:00e2,FUN_3ab8_00e2,56,3,0,1
3ab8:011a,FUN_3ab8_011a,787,8,1,1
3ab8:042d,FUN_3ab8_042d,208,3,1,1
3ab8:04fd,FUN_3ab8_04fd,280,4,0,1
3ab8:0615,FUN_3ab8_0615,777,9,0,1
3ab8:091e,FUN_3ab8_091e,299,6,0,1
3ab8:0a69,FUN_3ab8_0a69,849,11,1,1
3ab8:0dba,FUN_3ab8_0dba,2757,16,0,1
3ab8:187f,FUN_3ab8_187f,24,2,0,1
3ab8:206c,FUN_3ab8_206c,11148,31,0,1
3ab8:4c39,FUN_3ab8_4c39,1101,12,2,1
3ab8:5089,FUN_3ab8_5089,300,6,4,1
3ab8:51bc,FUN_3ab8_51bc,721,6,2,1
3ab8:597f,FUN_3ab8_597f,310,4,0,1
3ab8:5ab5,FUN_3ab8_5ab5,610,6,0,1
3ab8:5d17,FUN_3ab8_5d17,699,6,0,1
3ab8:5fd3,FUN_3ab8_5fd3,37,0,1,1
3ab8:5ff8,FUN_3ab8_5ff8,1565,15,0,1
3ab8:6615,FUN_3ab8_6615,655,7,1,1
3ab8:68a4,FUN_3ab8_68a4,93,1,1,1
3ab8:6901,FUN_3ab8_6901,1156,9,1,1
3ab8:6d85,FUN_3ab8_6d85,890,4,1,1
3ab8:70ff,FUN_3ab8_70ff,190,3,1,1
3ab8:7371,FUN_3ab8_7371,158,1,1,1
4000:1f8f,FUN_4000_1f8f,4469,24,0,1
