address,name,size,calls,called_by,decompiled
3ab8:0000,OVL_0000,235,6,1,1
3ab8:00ee,FUN_3ab8_00ee,411,6,1,1
3ab8:028d,FUN_3ab8_028d,1394,9,2,1
3ab8:07ff,FUN_3ab8_07ff,1260,8,1,1
3ab8:0ceb,FUN_3ab8_0ceb,228,3,1,1
3ab8:0dcf,FUN_3ab8_0dcf,108,2,1,1
3ab8:0e3b,FUN_3ab8_0e3b,320,1,1,1
3ab8:0f7b,FUN_3ab8_0f7b,37,2,1,1
3ab8:0fa0,FUN_3ab8_0fa0,4212,16,2,1
3ab8:202d,FUN_3ab8_202d,9794,24,1,1
3ab8:4794,FUN_3ab8_4794,975,8,0,1
3ab8:4b6b,FUN_3ab8_4b6b,58,1,2,1
3ab8:4ba5,FUN_3ab8_4ba5,130,3,1,1
3ab8:4c27,FUN_3ab8_4c27,98,1,1,1
3ab8:4c89,FUN_3ab8_4c89,6,0,1,1
3ab8:4c91,FUN_3ab8_4c91,363,3,1,1
3ab8:4dfc,FUN_3ab8_4dfc,330,7,1,1
3ab8:4fbd,FUN_3ab8_4fbd,279,6,2,1
3ab8:50d5,FUN_3ab8_50d5,5,0,1,1
3ab8:50da,FUN_3ab8_50da,18,1,0,1
3ab8:5138,FUN_3ab8_5138,71,1,1,1
3ab8:517f,FUN_3ab8_517f,889,11,2,1
