address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,225,2,1,1
3ab8:00e1,FUN_3ab8_00e1,2002,9,1,1
3ab8:08b3,FUN_3ab8_08b3,826,6,2,1
3ab8:0bed,FUN_3ab8_0bed,55,2,3,1
3ab8:0c24,FUN_3ab8_0c24,64,1,1,1
3ab8:0c64,FUN_3ab8_0c64,259,5,2,1
3ab8:0d67,FUN_3ab8_0d67,986,8,3,1
3ab8:1141,FUN_3ab8_1141,470,4,1,1
3ab8:1317,FUN_3ab8_1317,355,5,0,1
3ab8:147a,FUN_3ab8_147a,2796,12,0,1
3ab8:1f66,FUN_3ab8_1f66,543,3,2,1
3ab8:2185,FUN_3ab8_2185,3168,14,1,1
3ab8:2de5,FUN_3ab8_2de5,130,1,2,1
3000:d9e7,FUN_3000_d9e7,1397,11,1,1
3ab8:33ee,FUN_3ab8_33ee,5153,24,1,1
3ab8:481c,FUN_3ab8_481c,103,2,1,1
3ab8:4883,FUN_3ab8_4883,1011,7,1,1
3ab8:4c91,FUN_3ab8_4c91,341,3,1,1
3ab8:4de6,FUN_3ab8_4de6,387,2,1,1
3ab8:4f69,FUN_3ab8_4f69,84,2,2,1
3ab8:4fbd,FUN_3ab8_4fbd,113,1,2,1
3ab8:502e,FUN_3ab8_502e,91,0,1,1
3ab8:5089,FUN_3ab8_5089,489,4,3,1
3ab8:5274,FUN_3ab8_5274,25,1,1,1
3ab8:528d,FUN_3ab8_528d,6,0,2,1
3ab8:5293,FUN_3ab8_5293,359,4,0,1
3ab8:53fa,FUN_3ab8_53fa,55,1,0,1
3ab8:555f,FUN_3ab8_555f,121,4,0,1
3ab8:55d8,FUN_3ab8_55d8,1089,6,0,1
3ab8:5a19,FUN_3ab8_5a19,18,1,1,1
3ab8:5ad0,FUN_3ab8_5ad0,512,8,1,1
3ab8:5f18,FUN_3ab8_5f18,185,4,1,1
3ab8:5fd3,FUN_3ab8_5fd3,591,4,1,1
3ab8:6222,FUN_3ab8_6222,6,0,2,1
3ab8:6228,FUN_3ab8_6228,572,9,0,1
3ab8:6467,FUN_3ab8_6467,3239,22,1,1
3ab8:7132,FUN_3ab8_7132,611,6,2,1
3ab8:7395,FUN_3ab8_7395,319,4,2,1
3ab8:74d4,FUN_3ab8_74d4,605,9,1,1
3ab8:773d,FUN_3ab8_773d,265,1,1,1
3ab8:7846,FUN_3ab8_7846,130,1,1,1
3ab8:78c8,FUN_3ab8_78c8,150,1,1,1
3ab8:795e,FUN_3ab8_795e,215,1,2,1
3ab8:7a35,FUN_3ab8_7a35,2457,13,1,1
