address,name,size,calls,called_by,decompiled
3ab8:0000,OVL_0000,4335,12,0,1
3ab8:1132,FUN_3ab8_1132,91,2,2,1
3ab8:118d,FUN_3ab8_118d,869,4,2,1
3ab8:14f2,FUN_3ab8_14f2,1144,7,4,1
3ab8:196a,FUN_3ab8_196a,2875,11,2,1
3ab8:24a5,FUN_3ab8_24a5,858,3,3,1
3ab8:2839,FUN_3ab8_2839,270,3,2,1
3ab8:2947,FUN_3ab8_2947,2031,9,0,1
3ab8:3141,FUN_3ab8_3141,319,4,1,1
3ab8:3280,FUN_3ab8_3280,168,1,1,1
3ab8:3328,FUN_3ab8_3328,3319,13,0,1
3ab8:402a,FUN_3ab8_402a,790,7,2,1
3ab8:4340,FUN_3ab8_4340,247,1,2,1
3ab8:4437,FUN_3ab8_4437,26,1,1,1
3ab8:446a,FUN_3ab8_446a,6,1,1,1
3ab8:4480,FUN_3ab8_4480,1701,11,1,1
3ab8:4b40,FUN_3ab8_4b40,335,1,1,1
3ab8:4c91,FUN_3ab8_4c91,119,1,1,1
3ab8:4d08,FUN_3ab8_4d08,388,0,2,1
3ab8:4e8c,FUN_3ab8_4e8c,305,0,1,1
3ab8:4fbd,FUN_3ab8_4fbd,125,1,2,1
3ab8:503a,FUN_3ab8_503a,54,1,1,1
3ab8:5089,FUN_3ab8_5089,61,0,3,1
3ab8:50c6,FUN_3ab8_50c6,251,2,1,1
3ab8:51c1,FUN_3ab8_51c1,4,0,2,1
3ab8:51c5,FUN_3ab8_51c5,104,2,0,1
3ab8:522f,FUN_3ab8_522f,647,1,2,1
3ab8:5a62,FUN_3ab8_5a62,895,4,0,1
3ab8:5de1,FUN_3ab8_5de1,468,2,0,1
4000:0b35,FUN_4000_0b35,123,3,0,1
