address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,399,6,2,1
3ab8:018f,FUN_3ab8_018f,474,8,2,1
3ab8:0369,FUN_3ab8_0369,234,5,1,1
3ab8:0453,FUN_3ab8_0453,246,3,1,1
3ab8:0549,FUN_3ab8_0549,385,5,1,1
3ab8:06ca,FUN_3ab8_06ca,198,1,1,1
3ab8:0790,FUN_3ab8_0790,372,2,1,1
3ab8:0904,FUN_3ab8_0904,369,4,1,1
3ab8:0a75,FUN_3ab8_0a75,357,4,1,1
3ab8:0bda,FUN_3ab8_0bda,51,2,1,1
3ab8:0c0d,FUN_3ab8_0c0d,13400,39,0,1
3ab8:40f7,FUN_3ab8_40f7,2873,14,0,1
3ab8:4c91,FUN_3ab8_4c91,3401,9,1,1
3ab8:59de,FUN_3ab8_59de,413,5,1,1
3ab8:5b7b,FUN_3ab8_5b7b,148,2,1,1
3ab8:5c0f,FUN_3ab8_5c0f,896,5,1,1
3ab8:5f8f,FUN_3ab8_5f8f,6741,21,0,1
