address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,40,1,1,1
3ab8:0028,FUN_3ab8_0028,35,1,1,1
3ab8:004b,FUN_3ab8_004b,42,1,2,1
3ab8:0075,FUN_3ab8_0075,501,1,1,1
3ab8:026a,FUN_3ab8_026a,108,1,2,1
3ab8:02d6,FUN_3ab8_02d6,126,3,1,1
3ab8:0357,FUN_3ab8_0357,2600,11,1,1
3ab8:0d7f,FUN_3ab8_0d7f,253,3,1,1
3ab8:0e7c,FUN_3ab8_0e7c,147,1,1,1
3ab8:0f0f,FUN_3ab8_0f0f,178,2,1,1
3ab8:0fc1,FUN_3ab8_0fc1,175,3,1,1
3ab8:1070,FUN_3ab8_1070,931,10,2,1
3ab8:1413,FUN_3ab8_1413,63,3,1,1
3ab8:1452,FUN_3ab8_1452,149,1,1,1
3ab8:14e7,FUN_3ab8_14e7,6438,24,1,1
3ab8:322a,FUN_3ab8_322a,753,11,0,1
3ab8:356c,FUN_3ab8_356c,961,5,0,1
