address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,84,2,0,1
3ab8:0054,FUN_3ab8_0054,543,2,2,1
3ab8:0273,FUN_3ab8_0273,1061,4,1,1
3ab8:0698,FUN_3ab8_0698,962,8,1,1
3ab8:0a5a,FUN_3ab8_0a5a,1410,7,1,1
3ab8:0fdc,FUN_3ab8_0fdc,70,1,2,1
3ab8:1022,FUN_3ab8_1022,99,1,2,1
3ab8:1085,FUN_3ab8_1085,923,8,1,1
3ab8:1420,FUN_3ab8_1420,2956,13,1,1
3ab8:1fb4,FUN_3ab8_1fb4,444,1,1,1
3ab8:2170,FUN_3ab8_2170,402,1,1,1
3ab8:2302,FUN_3ab8_2302,262,5,0,1
3ab8:2408,FUN_3ab8_2408,107,4,1,1
3ab8:2473,FUN_3ab8_2473,96,2,1,1
3ab8:24d3,FUN_3ab8_24d3,1150,8,2,1
3ab8:305f,FUN_3ab8_305f,499,8,0,1
3ab8:325e,FUN_3ab8_325e,6346,14,2,1
3ab8:4c91,FUN_3ab8_4c91,1191,4,1,1
3ab8:5171,FUN_3ab8_5171,187,0,2,1
3ab8:517f,thunk_FUN_3ab8_5403,3,0,2,1
3ab8:522f,FUN_3ab8_522f,140,2,2,1
3ab8:52bb,FUN_3ab8_52bb,383,4,0,1
3ab8:5403,FUN_3ab8_5403,3565,6,0,1
3ab8:6220,FUN_3ab8_6220,361,4,0,1
