address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,70,4,2,1
3ab8:0046,FUN_3ab8_0046,198,1,2,1
3ab8:010c,FUN_3ab8_010c,136,5,1,1
3ab8:0194,FUN_3ab8_0194,136,5,1,1
3ab8:021c,FUN_3ab8_021c,43,1,1,1
3ab8:0247,FUN_3ab8_0247,59,1,1,1
3ab8:0282,FUN_3ab8_0282,3793,17,0,1
3ab8:1153,FUN_3ab8_1153,390,1,1,1
3ab8:12d9,FUN_3ab8_12d9,237,5,1,1
3ab8:13c6,FUN_3ab8_13c6,291,1,1,1
3ab8:14e9,FUN_3ab8_14e9,479,2,1,1
3ab8:16c8,FUN_3ab8_16c8,757,10,1,1
3ab8:19bd,FUN_3ab8_19bd,3180,20,2,1
3ab8:2629,FUN_3ab8_2629,2306,7,1,1
3ab8:2f2b,FUN_3ab8_2f2b,820,5,1,1
3ab8:325f,FUN_3ab8_325f,1052,6,2,1
3ab8:367b,FUN_3ab8_367b,729,6,1,1
3ab8:3954,FUN_3ab8_3954,422,5,1,1
3ab8:3afa,FUN_3ab8_3afa,1005,9,2,1
3ab8:3ee7,FUN_3ab8_3ee7,930,8,0,1
3ab8:4289,FUN_3ab8_4289,184,1,2,1
3ab8:4341,FUN_3ab8_4341,272,1,1,1
3ab8:4451,FUN_3ab8_4451,2115,13,0,1
3ab8:4c91,FUN_3ab8_4c91,1435,9,1,1
3ab8:522f,FUN_3ab8_522f,3015,18,2,1
3ab8:5df6,FUN_3ab8_5df6,2503,12,0,1
3ab8:67bd,FUN_3ab8_67bd,211,1,1,1
3ab8:6890,FUN_3ab8_6890,384,4,1,1
