address,name,size,calls,called_by,decompiled
3ab8:0000,OVL_0000,107,3,0,1
3ab8:006b,FUN_3ab8_006b,235,7,0,1
3ab8:0156,FUN_3ab8_0156,2619,4,0,1
3ab8:0b91,FUN_3ab8_0b91,806,10,0,1
3ab8:0ef4,FUN_3ab8_0ef4,44,3,3,1
3ab8:0f20,FUN_3ab8_0f20,41,1,1,1
3ab8:0f49,FUN_3ab8_0f49,49,1,1,1
3ab8:0f7a,FUN_3ab8_0f7a,57,1,1,1
3ab8:0fb3,FUN_3ab8_0fb3,49,1,1,1
3ab8:0fe4,FUN_3ab8_0fe4,70,2,1,1
3ab8:102a,FUN_3ab8_102a,62,2,1,1
3ab8:1068,FUN_3ab8_1068,669,13,1,1
3ab8:1305,FUN_3ab8_1305,4616,17,1,1
3ab8:250d,FUN_3ab8_250d,21,1,0,1
3ab8:257f,FUN_3ab8_257f,15,1,0,1
3ab8:258e,FUN_3ab8_258e,49,2,0,1
3ab8:25d4,FUN_3ab8_25d4,344,6,2,1
3ab8:273f,FUN_3ab8_273f,1762,17,0,1
3ab8:2e82,OVL_2e82,25,3,0,1
3ab8:2f0e,FUN_3ab8_2f0e,294,5,1,1
3ab8:355f,FUN_3ab8_355f,2119,11,0,1
3ab8:3da6,FUN_3ab8_3da6,154,5,1,1
3ab8:3e40,FUN_3ab8_3e40,740,3,0,1
3ab8:4124,FUN_3ab8_4124,89,2,0,1
3ab8:417d,FUN_3ab8_417d,42,2,2,1
3ab8:41a7,FUN_3ab8_41a7,268,6,1,1
3ab8:42b3,FUN_3ab8_42b3,254,5,1,1
3ab8:43b1,FUN_3ab8_43b1,1196,10,1,1
3ab8:485d,FUN_3ab8_485d,963,1,1,1
3ab8:4c20,FUN_3ab8_4c20,995,1,1,1
3ab8:5003,FUN_3ab8_5003,53,1,2,1
3ab8:5038,FUN_3ab8_5038,68,1,0,1
3ab8:507c,FUN_3ab8_507c,13,0,1,1
3ab8:5089,FUN_3ab8_5089,349,7,0,1
3ab8:51e6,FUN_3ab8_51e6,73,1,1,1
3ab8:522f,FUN_3ab8_522f,1465,14,0,1
3ab8:57e8,FUN_3ab8_57e8,935,6,1,1
3ab8:5b8f,FUN_3ab8_5b8f,59,3,0,1
3ab8:5bd8,FUN_3ab8_5bd8,412,7,1,1
3ab8:5d74,FUN_3ab8_5d74,702,10,1,1
4000:0bb2,FUN_4000_0bb2,703,20,0,1
3ab8:62f1,FUN_3ab8_62f1,247,6,1,1
