address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,196,2,1,1
3ab8:0163,FUN_3ab8_0163,181,3,1,1
3ab8:0218,FUN_3ab8_0218,167,1,1,1
3ab8:02bf,FUN_3ab8_02bf,48,1,2,1
3ab8:02ef,FUN_3ab8_02ef,54,1,1,1
3ab8:0325,FUN_3ab8_0325,47,1,1,1
3ab8:0354,FUN_3ab8_0354,39,3,1,1
3ab8:037b,FUN_3ab8_037b,138,5,1,1
3ab8:0405,FUN_3ab8_0405,165,5,3,1
3ab8:04aa,FUN_3ab8_04aa,67,3,2,1
3ab8:04ed,FUN_3ab8_04ed,168,2,3,1
3ab8:0595,FUN_3ab8_0595,169,2,1,1
3ab8:063e,FUN_3ab8_063e,79,3,1,1
3ab8:068d,FUN_3ab8_068d,79,3,1,1
3ab8:06dc,FUN_3ab8_06dc,589,8,5,1
3ab8:0929,FUN_3ab8_0929,481,5,6,1
3ab8:0b0a,FUN_3ab8_0b0a,937,9,2,1
3ab8:0eb3,FUN_3ab8_0eb3,163,4,2,1
3ab8:0f56,FUN_3ab8_0f56,500,4,1,1
3ab8:114a,FUN_3ab8_114a,105,3,3,1
3ab8:12cd,FUN_3ab8_12cd,112,1,1,1
3ab8:133d,FUN_3ab8_133d,288,3,1,1
3ab8:145d,FUN_3ab8_145d,476,3,1,1
3ab8:1639,FUN_3ab8_1639,9170,26,0,1
3ab8:3a0b,FUN_3ab8_3a0b,185,2,1,1
3ab8:3ac4,FUN_3ab8_3ac4,150,6,1,1
3ab8:3b5a,FUN_3ab8_3b5a,881,9,0,1
3ab8:3ed1,FUN_3ab8_3ed1,249,3,1,1
3ab8:3fca,FUN_3ab8_3fca,129,3,2,1
3ab8:404b,FUN_3ab8_404b,3142,15,1,1
3ab8:4c91,FUN_3ab8_4c91,812,6,1,1
3ab8:4fbd,FUN_3ab8_4fbd,185,3,2,1
3ab8:5076,FUN_3ab8_5076,19,0,1,1
3ab8:5089,FUN_3ab8_5089,196,2,3,1
3ab8:514d,FUN_3ab8_514d,31,1,1,1
3ab8:516c,FUN_3ab8_516c,195,5,1,1
3ab8:522f,FUN_3ab8_522f,178,2,3,1
3ab8:52e1,FUN_3ab8_52e1,6215,17,1,1
3ab8:702c,FUN_3ab8_702c,1967,13,2,1
3ab8:77db,FUN_3ab8_77db,131,4,0,1
3ab8:785e,FUN_3ab8_785e,642,8,1,1
3ab8:7ae0,FUN_3ab8_7ae0,2671,2,1,1
4000:30cf,FUN_4000_30cf,122,3,0,1
