address,name,size,calls,called_by,decompiled
3ab8:0008,FUN_3ab8_0008,346,2,1,1
3ab8:0162,FUN_3ab8_0162,278,6,0,1
3ab8:0278,FUN_3ab8_0278,2442,15,1,1
3ab8:0c3b,FUN_3ab8_0c3b,2514,8,1,1
3ab8:160d,FUN_3ab8_160d,583,4,1,1
3ab8:1854,FUN_3ab8_1854,62,1,2,1
3ab8:199a,FUN_3ab8_199a,204,2,2,1
3ab8:1a66,FUN_3ab8_1a66,132,4,2,1
3ab8:1aee,FUN_3ab8_1aee,200,6,0,1
3ab8:1bb6,FUN_3ab8_1bb6,756,8,0,1
3ab8:1eb4,FUN_3ab8_1eb4,62,1,0,1
3ab8:2129,FUN_3ab8_2129,49,1,0,1
3ab8:226f,FUN_3ab8_226f,495,2,1,1
3ab8:245e,FUN_3ab8_245e,82,1,0,1
3ab8:25e4,FUN_3ab8_25e4,2009,9,1,1
3ab8:2dbd,FUN_3ab8_2dbd,226,6,0,1
3ab8:2e9f,FUN_3ab8_2e9f,108,1,1,1
3ab8:2f0b,FUN_3ab8_2f0b,70,1,1,1
3ab8:2f51,FUN_3ab8_2f51,145,1,1,1
3ab8:2fe2,FUN_3ab8_2fe2,408,7,1,0
3ab8:317a,FUN_3ab8_317a,45,1,0,1
3ab8:31a7,FUN_3ab8_31a7,92,1,1,1
3ab8:3203,FUN_3ab8_3203,393,4,1,1
3ab8:338c,FUN_3ab8_338c,212,5,1,1
3ab8:371f,FUN_3ab8_371f,188,6,0,1
3ab8:37db,FUN_3ab8_37db,58,1,3,1
3ab8:3815,FUN_3ab8_3815,123,3,2,1
3ab8:3890,FUN_3ab8_3890,505,7,1,1
3ab8:3a89,FUN_3ab8_3a89,372,5,1,1
3ab8:3bfd,FUN_3ab8_3bfd,106,2,1,1
3ab8:3c67,FUN_3ab8_3c67,55,4,1,1
3ab8:3c9e,FUN_3ab8_3c9e,3679,20,2,1
3ab8:4b8e,FUN_3ab8_4b8e,112,2,0,1
3000:f7ac,FUN_3000_f7ac,100,1,0,1
3ab8:4c91,FUN_3ab8_4c91,788,5,1,1
