address,name,size,calls,called_by,decompiled
3ab8:0000,FUN_3ab8_0000,501,4,2,1
3ab8:01f5,FUN_3ab8_01f5,4780,20,0,1
3ab8:14a1,FUN_3ab8_14a1,4922,22,0,1
3ab8:27e7,FUN_3ab8_27e7,2389,11,1,1
3ab8:313c,FUN_3ab8_313c,3575,12,0,1
3ab8:3f33,FUN_3ab8_3f33,1719,15,1,1
3ab8:45ea,FUN_3ab8_45ea,1060,10,0,1
3ab8:4a0e,FUN_3ab8_4a0e,642,6,1,1
3ab8:4c91,FUN_3ab8_4c91,282,4,1,1
3ab8:4daa,FUN_3ab8_4daa,735,7,1,1
3ab8:5089,FUN_3ab8_5089,39,1,4,1
3ab8:50b0,FUN_3ab8_50b0,522,6,1,1
3ab8:52c7,FUN_3ab8_52c7,144,1,2,1
3ab8:5357,FUN_3ab8_5357,39,1,1,1
3ab8:57d3,FUN_3ab8_57d3,373,3,0,1
3ab8:5948,FUN_3ab8_5948,229,1,1,1
3ab8:5a2d,FUN_3ab8_5a2d,115,4,0,1
3ab8:5aa0,FUN_3ab8_5aa0,506,6,0,1
3ab8:5c9a,FUN_3ab8_5c9a,4466,17,0,1
3ab8:7a7c,FUN_3ab8_7a7c,2389,15,0,1
